"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"void rocprim::ROCPRIM_400400_NS::detail::trampoline_kernel<rocprim::ROCPRIM_400400_NS::default_config, rocprim::ROCPRIM_400400_NS::detail::partition_config_selector<(rocprim::ROCPRIM_400400_NS::detail::partition_subalgo)5, long, rocprim::ROCPRIM_400400_NS::empty_type, bool>, rocprim::ROCPRIM_400400_NS::detail::partition_impl<(rocprim::ROCPRIM_400400_NS::detail::partition_subalgo)5, false, rocprim::ROCPRIM_400400_NS::default_config, unsigned long, hipcub::HIPCUB_400400_NS::CountingInputIterator<long, long>, rocprim::ROCPRIM_400400_NS::empty_type*, hipcub::HIPCUB_400400_NS::TransformInputIterator<bool, at::native::(anonymous namespace)::NonZeroOp<bool>, bool const*, long>, rocprim::ROCPRIM_400400_NS::tuple<long*, rocprim::ROCPRIM_400400_NS::empty_type>, rocprim::ROCPRIM_400400_NS::tuple<rocprim::ROCPRIM_400400_NS::empty_type*, rocprim::ROCPRIM_400400_NS::empty_type*>, rocprim::ROCPRIM_400400_NS::empty_type, int*, rocprim::ROCPRIM_400400_NS::empty_type>(void*, unsigned long&, hipcub::HIPCUB_400400_NS::CountingInputIterator<long, long>, rocprim::ROCPRIM_400400_NS::empty_type*, hipcub::HIPCUB_400400_NS::TransformInputIterator<bool, at::native::(anonymous namespace)::NonZeroOp<bool>, bool const*, long>, rocprim::ROCPRIM_400400_NS::tuple<long*, rocprim::ROCPRIM_400400_NS::empty_type>, rocprim::ROCPRIM_400400_NS::tuple<rocprim::ROCPRIM_400400_NS::empty_type*, rocprim::ROCPRIM_400400_NS::empty_type*>, int*, unsigned long, rocprim::ROCPRIM_400400_NS::empty_type, ihipStream_t*, bool, rocprim::ROCPRIM_400400_NS::empty_type)::{lambda(auto:1, auto:2)#1}::operator()<std::integral_constant<bool, false>, std::integral_constant<bool, false> >(std::integral_constant<bool, false>, std::integral_constant<bool, false>) const::{lambda(auto:1)#1}, rocprim::ROCPRIM_400400_NS::detail::comp_target<(rocprim::ROCPRIM_400400_NS::detail::gen)9, (rocprim::ROCPRIM_400400_NS::detail::target_arch)1100, (rocprim::ROCPRIM_400400_NS::detail::gpu)3, (rocprim::ROCPRIM_400400_NS::detail::rep)0>, rocprim::ROCPRIM_400400_NS::detail::default_config_static_selector, (rocprim::ROCPRIM_400400_NS::arch::wavefront::target)0>(rocprim::ROCPRIM_400400_NS::detail::partition_impl<(rocprim::ROCPRIM_400400_NS::detail::partition_subalgo)5, false, rocprim::ROCPRIM_400400_NS::default_config, unsigned long, hipcub::HIPCUB_400400_NS::CountingInputIterator<long, long>, rocprim::ROCPRIM_400400_NS::empty_type*, hipcub::HIPCUB_400400_NS::TransformInputIterator<bool, at::native::(anonymous namespace)::NonZeroOp<bool>, bool const*, long>, rocprim::ROCPRIM_400400_NS::tuple<long*, rocprim::ROCPRIM_400400_NS::empty_type>, rocprim::ROCPRIM_400400_NS::tuple<rocprim::ROCPRIM_400400_NS::empty_type*, rocprim::ROCPRIM_400400_NS::empty_type*>, rocprim::ROCPRIM_400400_NS::empty_type, int*, rocprim::ROCPRIM_400400_NS::empty_type>(void*, unsigned long&, hipcub::HIPCUB_400400_NS::CountingInputIterator<long, long>, rocprim::ROCPRIM_400400_NS::empty_type*, hipcub::HIPCUB_400400_NS::TransformInputIterator<bool, at::native::(anonymous namespace)::NonZeroOp<bool>, bool const*, long>, rocprim::ROCPRIM_400400_NS::tuple<long*, rocprim::ROCPRIM_400400_NS::empty_type>, rocprim::ROCPRIM_400400_NS::tuple<rocprim::ROCPRIM_400400_NS::empty_type*, rocprim::ROCPRIM_400400_NS::empty_type*>, int*, unsigned long, rocprim::ROCPRIM_400400_NS::empty_type, ihipStream_t*, bool, rocprim::ROCPRIM_400400_NS::empty_type)::{lambda(auto:1, auto:2)#1}::operator()<std::integral_constant<bool, false>, std::integral_constant<bool, false> >(std::integral_constant<bool, false>, std::integral_constant<bool, false>) const::{lambda(auto:1)#1})",8,48693,6086.625000,1.608e-04,1723,9578,3628.005589
"void at::native::(anonymous namespace)::CatArrayBatchedCopy_contig<at::native::(anonymous namespace)::OpaqueType<2u>, unsigned int, 2, 128, 1>(at::native::(anonymous namespace)::OpaqueType<2u>*, at::native::(anonymous namespace)::CatArrInputTensorMetadata<at::native::(anonymous namespace)::OpaqueType<2u>, unsigned int, 128, 1>, at::native::(anonymous namespace)::TensorSizeStride<unsigned int, 4u>, int, unsigned int)",1,44324,44324.000000,1.463e-04,44324,44324,0.00000000e+00
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<int>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<int>, std::array<char*, 2ul>)",24,40037,1668.208333,1.322e-04,1002,6251,1411.099262
"_fused_slot_clear_kernel",2,37712,18856.000000,1.245e-04,7054,30658,16690.548463
"void at::native::(anonymous namespace)::indexSelectSmallIndex<c10::BFloat16, long, unsigned int, 2, 2, -2>(at::cuda::detail::TensorInfo<c10::BFloat16, unsigned int>, at::cuda::detail::TensorInfo<c10::BFloat16 const, unsigned int>, at::cuda::detail::TensorInfo<long const, unsigned int>, int, int, unsigned int, long)",3,32702,10900.666667,1.080e-04,9057,12704,1823.834514
"compute_position_kernel",5,31930,6386.000000,1.054e-04,2805,16060,5723.827871
"Cijk_Ailk_Bljk_HHS_BH_MT128x128x16_MI16x16x16x1_SN_1LDSB0_AMAS3_BL1_BS1_EPS1_GLVWA8_GLVWB8_GRVW8_GSU1_GSUASB_ISA1151_IU1_K1_KLA_LBSPPA0_LBSPPB128_LPA0_LPB8_LRVW16_MIAV1_MMFGLC_NLCA1_NLCB1_PGR1_PLR0_SIA1_SS1_SU0_SUS0_SVW4_TT4_64_TLDS1_UMLDSA0_UMLDSB1_USFGROn1_VAW2_VSn1_VW4_VWB2_WSGRA1_WSGRB1_WS32_WG32_4_1_WGM1",1,30097,30097.000000,9.937e-05,30097,30097,0.00000000e+00
"void rocprim::ROCPRIM_400400_NS::detail::trampoline_kernel<rocprim::ROCPRIM_400400_NS::default_config, rocprim::ROCPRIM_400400_NS::detail::transform_config_selector<unsigned long, true>, rocprim::ROCPRIM_400400_NS::detail::transform_impl<true, rocprim::ROCPRIM_400400_NS::default_config, rocprim::ROCPRIM_400400_NS::detail::transform_config_selector<unsigned long, true>, unsigned long*, int*, rocprim::ROCPRIM_400400_NS::identity<void> >(unsigned long*, int*, unsigned long, rocprim::ROCPRIM_400400_NS::identity<void>, ihipStream_t*, bool)::{lambda(auto:1)#1}, rocprim::ROCPRIM_400400_NS::detail::comp_target<(rocprim::ROCPRIM_400400_NS::detail::gen)9, (rocprim::ROCPRIM_400400_NS::detail::target_arch)1100, (rocprim::ROCPRIM_400400_NS::detail::gpu)3, (rocprim::ROCPRIM_400400_NS::detail::rep)0>, rocprim::ROCPRIM_400400_NS::detail::default_config_static_selector, (rocprim::ROCPRIM_400400_NS::arch::wavefront::target)0>(rocprim::ROCPRIM_400400_NS::detail::transform_impl<true, rocprim::ROCPRIM_400400_NS::default_config, rocprim::ROCPRIM_400400_NS::detail::transform_config_selector<unsigned long, true>, unsigned long*, int*, rocprim::ROCPRIM_400400_NS::identity<void> >(unsigned long*, int*, unsigned long, rocprim::ROCPRIM_400400_NS::identity<void>, ihipStream_t*, bool)::{lambda(auto:1)#1})",8,24686,3085.750000,8.151e-05,1042,6332,2221.349831
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul>)",4,23485,5871.250000,7.754e-05,5010,7895,1356.001321
"void rocprim::ROCPRIM_400400_NS::detail::init_lookback_scan_state_kernel<rocprim::ROCPRIM_400400_NS::detail::lookback_scan_state<unsigned long, false, true>, rocprim::ROCPRIM_400400_NS::detail::block_id_wrapper<unsigned int, false> >(rocprim::ROCPRIM_400400_NS::detail::lookback_scan_state<unsigned long, false, true>, unsigned int, rocprim::ROCPRIM_400400_NS::detail::block_id_wrapper<unsigned int, false>, unsigned int, rocprim::ROCPRIM_400400_NS::detail::lookback_scan_state<unsigned long, false, true>::value_type*)",8,23285,2910.625000,7.688e-05,1042,5410,1928.859614
"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<long> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<long> const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<long> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<long> const&)::{lambda(int, bool)#1})",4,22873,5718.250000,7.552e-05,5009,7444,1165.888038
"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<int, int, int, at::native::binary_internal::div_floor_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(int, int)#1}>, std::array<char*, 2ul> >(int, at::native::BUnaryFunctor<int, int, int, at::native::binary_internal::div_floor_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(int, int)#1}>, std::array<char*, 2ul>)",11,20840,1894.545455,6.881e-05,1242,7013,1700.747974
"void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctorOnSelf_add<int>, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::CUDAFunctorOnSelf_add<int>, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)",4,20458,5114.500000,6.755e-05,4969,5510,264.323665
"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(long)#1}>::result_type*)",5,20198,4039.600000,6.669e-05,1563,6252,1969.067622
"void at::native::reduce_kernel<128, 4, at::native::ReduceOp<long, at::native::func_wrapper_t<long, at::native::sum_functor<long, long, long>::operator()(at::TensorIterator&)::{lambda(long, long)#2}>, unsigned int, long, 4, 4> >(at::native::ReduceOp<long, at::native::func_wrapper_t<long, at::native::sum_functor<long, long, long>::operator()(at::TensorIterator&)::{lambda(long, long)#2}>, unsigned int, long, 4, 4>)",1,16671,16671.000000,5.504e-05,16671,16671,0.00000000e+00
"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl<at::native::(anonymous namespace)::pow_tensor_tensor_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, float)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::pow_tensor_tensor_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, float)#1} const&)::{lambda(int, bool)#2}>(int, at::native::gpu_kernel_impl<at::native::(anonymous namespace)::pow_tensor_tensor_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, float)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::pow_tensor_tensor_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, float)#1} const&)::{lambda(int, bool)#2})",2,15830,7915.000000,5.227e-05,4048,11782,5468.763846
"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(long)#1}>::result_type*)",3,12865,4288.333333,4.248e-05,882,7013,3121.825161
"get_num_kv_splits_triton",2,12824,6412.000000,4.234e-05,1804,11020,6516.696095
"void at::native::_scatter_gather_elementwise_kernel<256, 4, at::native::_cuda_scatter_gather_internal_kernel<false, at::native::OpaqueType<8>, long>::operator()<at::native::TensorAssign>(at::TensorIterator&, long, long, long, at::native::TensorAssign const&)::{lambda(int)#1}>(int, at::native::_cuda_scatter_gather_internal_kernel<false, at::native::OpaqueType<8>, long>::operator()<at::native::TensorAssign>(at::TensorIterator&, long, long, long, at::native::TensorAssign const&)::{lambda(int)#1})",2,12423,6211.500000,4.102e-05,2324,10099,5497.755224
"void at::native::(anonymous namespace)::CatArrayBatchedCopy_contig<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 1, 128, 1>(at::native::(anonymous namespace)::OpaqueType<4u>*, at::native::(anonymous namespace)::CatArrInputTensorMetadata<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 128, 1>, at::native::(anonymous namespace)::TensorSizeStride<unsigned int, 4u>, int, unsigned int)",5,11702,2340.400000,3.864e-05,2164,2605,197.697496
"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",2,8656,4328.000000,2.858e-05,1563,7093,3910.300500
"void (anonymous namespace)::clamp_position_kernel<long>(long*, long const*, unsigned long)",2,8537,4268.500000,2.819e-05,1243,7294,4278.703133
"void at::native::vectorized_elementwise_kernel<4, at::native::reciprocal_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::reciprocal_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",2,8055,4027.500000,2.660e-05,1242,6813,3939.291878
"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",2,7774,3887.000000,2.567e-05,1122,6652,3910.300500
"void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctor_add<int>, std::array<char*, 3ul>, 4, TrivialOffsetCalculator<2, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::CUDAFunctor_add<int>, std::array<char*, 3ul>, TrivialOffsetCalculator<2, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)",5,7254,1450.800000,2.395e-05,1242,2124,378.503236
"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<double>, std::array<char*, 1ul> >(int, at::native::FillFunctor<double>, std::array<char*, 1ul>)",1,6692,6692.000000,2.210e-05,6692,6692,0.00000000e+00
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<int>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<int>, std::array<char*, 3ul>)",5,5891,1178.200000,1.945e-05,1082,1363,134.804303
"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>)",2,3326,1663.000000,1.098e-05,1082,2244,821.658080
